,"蓋彼 Gabi SDK
https://www.youtube.com/channel/UClC6OJcVbAx15T7Ra7y4LVA",13.7萬,蓋彼 Gabi SDK、蓋彼、Gabi,https://www.facebook.com/GabiSDK/,
,"玩什麼鬼啦
https://www.youtube.com/channel/UCxtFvGCBvUCAknLLQv7Svcw/featured",13.7萬,玩什麼鬼啦,https://www.facebook.com/playwhatthe,
生活搞笑類,"這群人TGOP
https://www.youtube.com/channel/UC6FcYHEm7SO1jpu5TKjNXEA",344萬,這群人、群人、This Group Of People、TGOP,https://www.facebook.com/thisgroupofpeople,
,"葉式特工 Yes Ranger
https://www.youtube.com/channel/UCXpxKdZAiyUEaTkoCPpEZzg",336萬,葉式特工,https://www.facebook.com/YESRANGER,
,"木曜4超玩
https://www.youtube.com/channel/UCLW_SzI9txZvtOFTPDswxqg",218萬,木曜4超玩,https://www.facebook.com/Muyao4/,✓
,"眾量級CROWD
https://www.youtube.com/channel/UC3LBFXbWtEBdOOUb8-qJm9Q",209萬,眾量級CROWD、重量級、眾量級CROWDxFUN生活,https://www.facebook.com/etman0909,✓
,"黃氏兄弟
https://www.youtube.com/channel/UCV_S2S-Zs8LeuJxK-T3RQQg",185萬,黃氏兄弟,https://www.facebook.com/HuangHuangBrother,✓
,"WACKYBOYS 反骨男孩
https://www.youtube.com/channel/UCEfetJrzg6OcXWWuX8uhdhw",156萬,WACKYBOYS、反骨男孩、反骨,https://www.facebook.com/Wackyboys.Fans,✓
,"白癡公主
https://www.youtube.com/user/ATienDai",154萬,戴平雅、A減、痴痴、王美、貧乳界女神,https://www.facebook.com/BaiChiGongZhu,✓
,"聖結石Saint
https://www.youtube.com/channel/UCIdhd_1spj49unBWx1fjS2A",134萬,聖結石、曾聖傑,https://www.facebook.com/ShenJieShiSaint,✓
,"Sandy&Mandy
https://www.youtube.com/channel/UChX5JaALoA1o80Cc5zkQz_Q",127萬,Sandy&Mandy、Sandy and Mandy,https://www.facebook.com/sandymandy0731,
,"放火 Louis
https://www.youtube.com/channel/UCuLKTkYGCXako3wMktwrbkQ",124萬,放火、李育群,https://www.facebook.com/SetfireYC,✓
,"NyoNyoTV妞妞TV
https://www.youtube.com/channel/UCWGGwv7agoMmd3BAu4Fv3jQ/",110萬,NyoNyoTV、妞妞,https://www.facebook.com/nyonyotv,
,"鍾明軒
https://www.youtube.com/channel/UCZVCbj9weVNAWqXS9gnfm5A",106萬,鍾明軒、煎熬弟,https://www.facebook.com/ZhongMingXuan,✓
,"蔡桃貴 蔡阿嘎二伯's Family
https://www.youtube.com/channel/UCtSSBoYwD-yEkhvNdH0Zy3w",96.9萬,蔡桃貴、蔡阿嘎、二伯,無,✓
,"導演好了沒
https://www.youtube.com/channel/UCqAYPUHgXuzsNlYNIzItfAQ",91.8萬,導演好了沒、Is The Director Ready?,無,
,"黃大謙
https://www.youtube.com/channel/UCgDQKFV2rMNzTE8Y3rHMVbQ",90.3萬,黃大謙、大謙,https://www.facebook.com/HuangDaChien,✓
,"上班不要看 NSFW
https://www.youtube.com/channel/UCj_z-Zeqk8LfwVxx0MUdL-Q/videos",87.2萬,上班不要看、上班可以看,https://www.facebook.com/nsfwstudio,✓
,"肌肉山山jiroushanshan
https://www.youtube.com/channel/UCj4GjeEMxwgGRPz98ltdqzA",85.2萬,肌肉山山、jiroushanshan、山山,https://www.facebook.com/jiroushanshan,
,"反正我很閒
https://www.youtube.com/channel/UCzjNxGvrqfxL9KGkObbzrmg",69.6萬,反正我很閒,https://www.facebook.com/igotallday,
,"瑀熙 Yuci
https://www.youtube.com/channel/UCjL1yWauBeI6WoQNVLyxwqQ",67.7萬,瑀熙、Yuci、大王瑀康熙,https://www.facebook.com/igotallday,✓
,"Stand up, Brian! 博恩站起來！
https://www.youtube.com/channel/UCUGlE8lf5qH--_XlsabI2XQ",50.5萬,博恩、鋼鋼,https://www.facebook.com/brianstandup,✓
,"六指淵 Huber
https://www.youtube.com/channel/UC7ia-A8gma8qcdC6GDcjwsQ",45.7萬,六指淵,https://www.facebook.com/huberworld,
,"最近紅什麼
https://www.youtube.com/channel/UCmV89JP1Fx5jTAMYjmpJMQg",44.6萬,最近紅什麼,https://www.facebook.com/What.Is.Red.Now/,
,"大麻煩
https://www.youtube.com/channel/UCaml9jp1QTt9hPCGp0hW6PA",41.5萬,大麻煩,https://www.facebook.com/BIGTROUBLE.YOUTUBE,
,"阿翰po影片
https://www.youtube.com/channel/UCEBaVKCwLP3UOdSq3LNNqmw",37萬,阿翰、阿翰po影片,https://www.facebook.com/hanhanpovideo,✓
,"綠眼鏡Punk
https://www.youtube.com/channel/UCle24f5bmyPtAiOylAI30-A",12.1萬,綠眼鏡Punk、綠眼鏡、徐晢軒,https://www.facebook.com/greenglassespunk,✓
,,,,,
道歉類,,,,,
,"阿神
https://www.youtube.com/c/charlie615119",276萬,阿神、芋圓柚子OEUR.studio,,✓
,"Joeman
https://www.youtube.com/c/JoemanStarCraft",219萬,Joeman、九妹,"https://www.facebook.com/JoemanStation
https://www.instagram.com/joemanweng/",✓
,"谷阿莫
https://www.youtube.com/c/amogood",198萬,谷阿莫,"https://www.facebook.com/amogoodlife
https://www.instagram.com/imamogood/",✓
,"滴妹
https://www.youtube.com/channel/UCGpNjY0Xq2GJLXh4OOX1LOA",142萬,滴妹、都冠伶,https://www.facebook.com/crowndmei,✓
,"HowFun
https://www.youtube.com/user/jasonjason1124",141萬,HowFun、HowHow、How哥,"https://www.facebook.com/howfunofficial
https://www.instagram.com/howhowhasfriends/",✓
,"愛莉莎莎 Alisasa
https://www.youtube.com/channel/UCAKJ0tmI_RMXqTgxL_OMfIg",117萬,愛莉莎莎,"https://www.facebook.com/alisasa11111/
https://www.instagram.com/goodalicia/",✓
,見習網美小吳,105萬,見習網美小吳,"https://www.facebook.com/beautywu123/?ref=aymt_homepage_panel
https://www.instagram.com/beauty___wu/?hl=zh-tw",✓
,"米砂Misa
https://www.youtube.com/user/misa7260",90.5萬,米砂、Misa、老濕姬、江佳儒,https://www.facebook.com/misapage2,✓
,"波特王 Potter King
https://www.youtube.com/c/%E6%B3%A2%E7%89%B9%E7%8E%8BPotterKing",87.7萬,波特王、Potter King,https://www.facebook.com/PKpotterking/,✓
,"丁特dinter
https://www.youtube.com/c/Dinterlolz",75.7萬,丁特、dinter、薛弘偉,"https://www.facebook.com/DinTerlol/
https://www.instagram.com/dinter_1126/",✓
,"一隻阿圓 I am CIRCLE
https://www.youtube.com/c/NANACIAOCIAO",70.4萬,一隻阿圓、阿圓,https://www.instagram.com/nanaciaociao/,✓
,"Toyz
https://www.youtube.com/c/Toyz69",68.9萬,Toyz,https://www.facebook.com/Toyzlau/,✓
,"呱吉
https://www.youtube.com/user/FroggyChiu",60.4萬,呱吉,"https://www.facebook.com/froggychiu/
https://www.instagram.com/froggychiu/?hl=zh-tw",✓
,"龍龍LungLung
https://www.youtube.com/c/%E9%BE%8D%E9%BE%8DLungLungtragiclife",35.8萬,龍龍、LungLung,"https://www.facebook.com/lunglungtragiclife/
https://www.instagram.com/chienyu1006/",✓
,"許藍方博士 Dr. Gracie
https://www.youtube.com/channel/UCsc1dZtJfAsWegx-Ri7BElw",28.7萬,許藍方博士、Dr. Gracie、許藍方,"https://www.facebook.com/drgracieofficial
https://www.instagram.com/drgraciehsu/",✓
,"孫安佐
https://www.youtube.com/channel/UCuGB6NVDHOtofk6JheaZIEQ",21.2萬,孫安佐、Edward Sun、孫華,https://www.instagram.com/sun_edward_64/,✓
,"VITO維特
https://www.youtube.com/channel/UCuxSVvnpjk9WLpss8iORmoA",16.6萬,維特、VITO維特,https://www.facebook.com/VITO0413,✓
,"NanaQ
https://www.youtube.com/channel/UCQhuILEAErjrabn6-rJiKig",11.8萬,NanaQ,https://www.facebook.com/nanaq521/,✓
,"統神大戲院
https://www.youtube.com/c/%E7%B5%B1%E7%A5%9E%E5%A4%A7%E6%88%B2%E9%99%A2",10.6萬,統神、張嘉航,https://www.facebook.com/godtone3be0,✓
,,,,,
料理美食類,"千千進食中
https://www.youtube.com/channel/UC9i2Qgd5lizhVgJrdnxunKw",169萬,千千進食中、千千、Chien-Chien,"https://www.facebook.com/Chienseating/
https://www.instagram.com/khshu_/",
,"MASAの料理ABC
https://www.youtube.com/c/masaabc1",147萬,MASAの料理ABC、MASA,"https://www.facebook.com/masa.abc
https://www.instagram.com/masa_cookingram/",
,"蘿潔塔的廚房
https://www.youtube.com/channel/UCcb9uxCoIgw7RQjQnlgd0Xw",126萬,蘿潔塔的廚房,"https://rosalinakitchen.pixnet.net/blog
https://www.facebook.com/rosalinakitchen/",
,"大蛇丸
https://www.youtube.com/channel/UCQd3V4gv_lcLX9SpIVW3wmw",92.8萬,大蛇丸,"https://www.facebook.com/people/%E5%A4%A7%E8%9B%87%E4%B8%B8/100044464928251/
https://www.instagram.com/jam_cutepig/?hl=zh-tw",✓
,"古娃娃WawaKu
https://www.youtube.com/channel/UCVw4CvsOUuVJpFyW_VPnIBQ",92.7萬,古娃娃、wawawaku,"https://www.facebook.com/wawawaku/
https://www.instagram.com/wawawaku/?hl=zh-tw",✓
,"詹姆士姆士流官方專屬頻道
https://www.youtube.com/channel/UC4_Ds33FmwzcTDL3G2pbs7g",80.9萬,詹姆士,"https://www.facebook.com/JamesEasyCooking
https://www.instagram.com/chef_jamestw/?hl=zh-tw",
,"台灣大胃王丁丁/Ding-Ding
https://www.youtube.com/channel/UCJjUwoNYMdRCZbDy_UqxVrw/featured",80.6萬,台灣大胃王丁丁、Ding-Ding,"https://www.facebook.com/Ding.Ding.Bigeater/
https://www.instagram.com/dingding_eating/",
,"Dream Chef Home 夢幻廚房在我家
https://www.youtube.com/c/DreamChefHome%E5%A4%A2%E5%B9%BB%E5%BB%9A%E6%88%BF%E5%9C%A8%E6%88%91%E5%AE%B6/featured",73.3萬,Dream Chef Home、夢幻廚房在我家,"https://www.facebook.com/pig61106?ref=hl
https://www.instagram.com/dreamchefhome/",
,"路路 LULU
https://www.youtube.com/channel/UCRG28JCnJwuZH06ETKTTZdA",71.5萬,路路、LULU,"https://www.facebook.com/MissLulu0715
https://www.instagram.com/yuzi_lu/",
,"RICO
https://www.youtube.com/channel/UCHV8lZJsXdW8lOFr2z8WPcg",56.3萬,RICO,"https://www.facebook.com/ricoruey/
https://www.instagram.com/otakuruey/?hl=zh-tw",
,"糖餃子Sweet Dumpling
https://www.youtube.com/c/SweetDumpling/featured",47萬,糖餃子、Sweet Dumpling,"https://www.facebook.com/sweet.dumpling.studio
https://www.instagram.com/sweetdumplingofficial/
https://space.bilibili.com/2118812273",
,"菜單研究所
https://www.youtube.com/channel/UC6Xyouv1a-YUqOTV_roccfg",38.3萬,菜單研究所,"https://www.facebook.com/menustudy/
https://www.instagram.com/menukevin/",
,"克里斯餐桌
https://www.youtube.com/c/%E5%85%8B%E9%87%8C%E6%96%AF%E9%A4%90%E6%A1%8C",37.2萬,克里斯餐桌,"https://www.facebook.com/christable1613/
https://www.instagram.com/chris_table1613/",
,"黃聖凱
https://www.youtube.com/channel/UC52GIWmRR2t3YqtGrKJeZkQ",35.1萬,黃聖凱、錵鑶居家料理小教室,"https://www.facebook.com/hanahomefood/?ref=ts&fref=ts
https://www.instagram.com/hanaseafood1/",
,"明聰
https://www.youtube.com/user/aa22895509/featured",35.1萬,明聰,"https://www.facebook.com/LeoHe0810/?ref=bookmarks
https://www.instagram.com/night790810/",
,"吃貨豪豪 HowHowEat
https://www.youtube.com/user/Fraappuccino/featured",33.6萬,吃貨豪豪、HowHowEat,https://www.instagram.com/martinispig/,
,"巧兒灶咖 Ciao! Kitchen
https://www.youtube.com/c/CiaoKitchen/featured",27萬,巧兒灶咖、Ciao! Kitchen,"https://www.facebook.com/myCiaoKitchen/
https://www.instagram.com/ciao_kitchen/
https://space.bilibili.com/556880930",
,"厭世甜點店
https://www.youtube.com/c/%E5%8E%AD%E4%B8%96%E7%94%9C%E9%BB%9E%E5%BA%97",26.6萬,厭世甜點店、拿拿摳,"https://www.facebook.com/energydessert
https://www.instagram.com/energydessert2019/",
,"Brian Cuisine Inc
https://www.youtube.com/c/BrianCuisine/featured",23.8萬,Brian Cuisine Inc、不萊嗯的烘焙廚房,"https://www.facebook.com/BrianCuisine
https://www.instagram.com/briancuisine/",
,"找蔬食Traveggo
https://www.youtube.com/c/%E6%89%BE%E8%94%AC%E9%A3%9FTraveggo/featured",20.5萬,找蔬食、Traveggo,"https://www.facebook.com/traveggo/
https://www.instagram.com/traveggo/",
,"簡單哥
https://www.youtube.com/c/%E7%B0%A1%E5%96%AE%E5%93%A5",20.4萬,簡單哥,"https://www.facebook.com/Easybrofood/
https://www.instagram.com/easybrofood/",
,"索艾克
https://www.youtube.com/channel/UCgqhmEJ-t_U5ca4f9IxQZdg",13.7萬,索艾克,"https://www.facebook.com/soacliu/ 
https://www.instagram.com/soacliu/?hl=zh-tw",
,"特盛吃貨艾嘉Abby Big Eater
https://www.youtube.com/c/%E7%89%B9%E7%9B%9B%E5%90%83%E8%B2%A8%E8%89%BE%E5%98%89AbbyBigEater",10.7萬,特盛吃貨艾嘉、Abby Big Eater,"https://www.facebook.com/AbbyBigEater/?ref=bookmarks
https://www.instagram.com/alex751015/",
,"小田太太の玩樂廚房
https://www.youtube.com/c/%E5%B0%8F%E7%94%B0%E5%A4%AA%E5%A4%AA%E3%81%AE%E7%8E%A9%E6%A8%82%E5%BB%9A%E6%88%BFmrstienkitchen/featured",10.6萬,小田太太の玩樂廚房、小田太太,"https://www.facebook.com/mrstienkitchen/
https://www.instagram.com/mrstienkitchen/",
寵物貓狗類,"黃阿瑪的後宮生活
https://www.youtube.com/channel/UCw2W7GIqJNB-UMUxncnMuiw",155萬,黃阿瑪、黃阿瑪的後宮生活、志銘與狸貓 ,"https://www.facebook.com/fumeancats
https://www.instagram.com/fumeancat/",
,"豆漿- SoybeanMilk
https://www.youtube.com/channel/UCiXuTOccGliVKpcL1qQWMPg",69.8萬,豆漿-SoybeanMilk、漿爸,"https://www.facebook.com/SoybeanMilkCat/
https://www.instagram.com/soybeanmilk_cat/?hl=zh-tw",
,"好味小姐 Lady Flavor
https://www.youtube.com/channel/UCOz7W0VH--2WlqAE_3jtL4w",60.7萬,好味小姐、Lady Flavor,https://www.facebook.com/ladyflavor.tw/,
,"希露弟弟啃雞腿
https://www.youtube.com/channel/UC32azU7iLL7dqPcXIcaPHow/featured",26.8萬,希露弟弟啃雞腿,"https://www.facebook.com/bichonpoodlegetwie/
https://www.instagram.com/getwie__/",
,"拉姆有幾噗
https://www.youtube.com/channel/UCO7xMVwwoYI9Cr--FEUQSAw",26萬,拉姆有幾噗,"https://www.facebook.com/lamuncats/
https://www.instagram.com/lamuncats/",
,"貓咪&狗狗搞笑 Cat&dog Funny videos
https://www.youtube.com/channel/UCsiL_m0Er5kYYVv5ExTqMIA",25.3萬,貓咪&狗狗搞笑 Cat&dog Funny videos,https://www.facebook.com/livelifechannel/,
,"柴犬Nana和阿楞的一天
https://www.youtube.com/channel/UCE0sXaY_M0MTLvg3sVP8bXA",25.2萬,柴犬Nana和阿楞的一天,"https://www.facebook.com/NanaAndaleng/?fref=ts
https://www.instagram.com/nana_aleng/",
,"連環泡有芒果影片專區
https://www.youtube.com/channel/UCMpoFfVaAfaqMhlwH4FpYeA",24.5萬,連環泡有芒果影片專區,https://www.facebook.com/taiwanlianhuanpao,
,"AC草影水族
https://www.youtube.com/channel/UCh8w4zr61zIHxW53fw_gGlg",18.7萬,AC草影水族,https://www.facebook.com/aquacharmingfans/,
,"南瓜 Pumpkin
https://www.youtube.com/channel/UCFpN0eCvvunehdQ1DH0Gb8Q",17萬,南瓜 Pumpkin,https://www.instagram.com/pumpkin__channel/,
,"J爸
https://www.youtube.com/channel/UC1CYWNZcz5hMX3kHEHu8eAA",15.7萬,J爸,https://www.facebook.com/JobyDad,
,"阿坤的水族遊樂園
https://www.youtube.com/channel/UCpNUDZ3WAgRgDLFTCbNEmXQ",11.8萬,阿坤的水族遊樂園,"https://www.facebook.com/people/%E9%98%BF%E5%9D%A4%E7%9A%84%E6%B0%B4%E6%97%8F%E9%81%8A%E6%A8%82%E5%9C%92/100049722981973/
https://www.instagram.com/superlinduke/",
,"臺灣蟻窟AntsFormosa
https://www.youtube.com/channel/UCPYY6mHr1RQj4Nbi9dTDY7A",11.6萬,臺灣蟻窟、AntsFormosa,"https://www.facebook.com/AntsFormosa
https://www.instagram.com/antsformosa/",
美妝穿搭類,"Hello Catie
https://www.youtube.com/c/HelloCatie",109萬,Hello Catie,"https://www.facebook.com/hellocatie45
https://instagram.com/hellocatie45/",✓
,"I'm Charlie
https://www.youtube.com/channel/UCyD3eaCai2yyWZEuczgZ-fw",53.5萬,I'm Charlie、Charlene、我是查理,"https://www.facebook.com/iamcharlietheunicorn
https://www.instagram.com/coindevanity/",
,"黃小米 Mii
https://www.youtube.com/channel/UCjZCm3uuhkCvTYE9txucVcw",52.5萬,黃小米、Mii,"https://www.facebook.com/miihuang711
http://instagram.com/lovemiihuang",
,"Meg Lu
https://www.youtube.com/c/%E4%BB%8A%E5%A4%A9%E7%A9%BF%E4%BB%80%E9%BA%BC",47.1萬,Meg Lu,"https://www.facebook.com/maygobla
https://www.instagram.com/maygobla/",
,"It‘s Jcnana 蒨蒨
https://www.youtube.com/c/ItsJcnanas/videos",36.1萬,It‘s Jcnana、蒨蒨,"https://www.facebook.com/itsjcnana/
https://www.instagram.com/itsjcnana/",
,"丹妮婊姐星球
https://www.youtube.com/c/%E4%B8%B9%E5%A6%AE%E5%A9%8A%E5%A7%90%E6%98%9F%E7%90%83",35.5萬,丹妮婊姐星球、丹妮婊姐、婊姐,"https://www.facebook.com/danny0425
https://www.instagram.com/dannybeeech/?hl=zh-tw",✓
,"居妮Ginny Daily
https://www.youtube.com/channel/UCX-yj8EcJpokdzwT9zcO6AA",34.2萬,居妮、Ginny Daily,"https://www.facebook.com/ginnyhoo/?fref=ts
https://www.instagram.com/ning3035/",
,"Astor
https://www.youtube.com/c/AstorLiu",28.4萬,Astor,"https://www.facebook.com/astorbeauty/
https://www.instagram.com/heyheyastor/",
,"SelinaCheng Life
https://www.youtube.com/user/selinacheng1028/featured",23.3萬,SelinaCheng Life、鄭雅云,"https://www.facebook.com/selinacheng1028
https://www.instagram.com/selinachenglife/?hl=zh-tw",
,"heyitsmindy
https://www.youtube.com/c/heyitsmindyy/videos",18.3萬,heyitsmindy、Mindy,https://www.instagram.com/heyitsmindyy/,✓
,"Celeste Wu 大沛
https://www.youtube.com/c/CelesteWu%E5%A4%A7%E6%B2%9B",17.9萬,Celeste Wu、大沛,"https://m.facebook.com/Celeste-Wu-%E5%A4%A7%E6%B2%9B-577240109085103/
https://www.instagram.com/celestebigpei/?hl=zh-tw",
,"Jessica Lin
https://www.youtube.com/channel/UCkmdNARD7bwvj2xlMotWoyg",17萬,Jessica Lin,"https://www.instagram.com/jessicalinchannel/
https://space.bilibili.com/44334605/#!/index",
,"Tang_ful
https://www.youtube.com/channel/UCUTaEQRpN7xdfUFs0XzkaOQ",14.3萬,Tang_ful,"https://www.instagram.com/tang_ful/
https://www.facebook.com/tangful/",
,"Kimi紀卜心
https://www.youtube.com/channel/UCfRW13BdqZumfBzEYkEhTUA/videos",10.1萬,Kimi紀卜心、紀卜心,"https://www.facebook.com/eatzz7/
https://www.instagram.com/eatzzz7/",
,,,,,
,,,,,
電玩實況類,"Gary蓋瑞
https://www.youtube.com/channel/UCJ0zRk1F6a090G0Aaiby4Rg",44.5萬,Gary蓋瑞、蓋瑞薯淑,"https://www.facebook.com/garygary61/
https://www.instagram.com/gary.0917/?utm_medium=copy_link",
,"Dinter
https://www.youtube.com/c/Dinterlolz",75.7萬,Dinter、丁特,"https://www.facebook.com/DinTerlol/
https://www.instagram.com/dinter_1126/",✓
,"Toyz
https://www.youtube.com/channel/UC2h6FK5xqOIqMM9MIYOdFzg",68.9萬,劉偉健、Toyz、Kurtis Lau Wai-kin,"https://www.facebook.com/Toyzlau
https://www.instagram.com/toyzlol/?hl=en",✓
,"Jinnytty 企鵝妹 윰찌 
https://www.youtube.com/channel/UC8fDTDebMOF9lF8nD7b0EZw",29.4萬,企鵝妹、Jinny、柳允進,"https://www.facebook.com/Jinnytty
https://www.instagram.com/yyj0728/?hl=zh-tw",✓
,"鼻地大師國動-張葦航
https://www.youtube.com/channel/UCzJ_FzSb4feYyQEUDoVktUQ",22.4萬,國動、張葦航、動主播、鼻地大師、國棟,"https://www.facebook.com/bdwayne
https://www.instagram.com/wayne75525/?hl=zh-tw",✓
