,Source,Title,Link,Date,Summary,Text,Like
0,apple_news,強強聯手！ 「網紅組合」比「單兵出擊」更具吸引力,https://tw.appledaily.com/nextmag/20190125/LPEXO5QINLCQ7LKCSV5VN4J4RE/,出版時間: 2019/01/25 14:00,,,0
1,apple_news,【壹週刊】〈網紅闖政壇3〉上班千萬不要看 挑戰尺度極限【壹特報】,https://tw.appledaily.com/nextmag/20181019/TPONMRTZYUMPEIRPWQ3WBSY23Y/,出版時間: 2018/10/19 17:10,,,0
2,apple_news,NCC還在談過時的反媒體壟斷法？,https://tw.appledaily.com/forum/20170807/ZKPWWLCK5XJAJ5RQO5OFPOJ3EU/,出版時間: 2017/08/07 09:33,,,0
3,apple_news,連柯P都認證！　世大運網紅最邊緣的是他,https://tw.appledaily.com/life/20170804/6YZMP42RO3BFCMQX74JQUOFZHQ/,出版時間: 2017/08/04 16:24,,"為了宣傳世大運，台北市長柯文哲一口氣和蔡阿嘎、阿滴兄妹（阿滴英文）與呱吉（上班不要看NSFW）等YouTuber合作宣傳影片，成效驚人，而他今天在臉書提到和這些YouTuber合作的細節，意外洩出連柯P都認證的邊緣人！

柯P臉書提及，自己一向容忍力很高，尺度無限寬。「我都說：孩子，你們覺得OK就去做。從這次網紅影片的迴響，再次驗證我覺得怪怪的東西都會大紅，所以有時候讓年輕人放手去做就對了。」

提到這次和YouTuber合作的經驗，柯P說其實他內心很驚訝，「我跟蔡阿嘎只花十五分鐘就錄完了。HowHow只有一個人，每講一句話就跑去喬鏡頭，完全自導自拍自演。在如此簡陋的環境下，拍出來的畫面加上創意，就可以吸引這麼多人看。從這些年輕人身上我學習到蠻多的，也驗證我的想法，這個世界不是大的打敗小的，強的打敗弱的，而是快的打敗慢的，並且由mass production，走向production by masses的社會形態。」

這席話讓網友驚呼「HowHow只有一個人.....」、「證明了邊緣系200%戰鬥力不是假的」、「看到howhow那一段，不禁流淚了，果真邊緣」、「市長認證邊緣人！」（即時新聞中心／綜合報導）

更多新聞……
崩壞的迪士尼童話公主！這樣穿根本18禁
永春都更案市府敗訴　柯Ｐ：北市都更一定要做
懷孕竟被炒　僱主涉性別歧視挨罰30萬
吃香蕉「軟趴趴」？　醫師笑到肚痛險掛急診
警報暫解　台中電廠故障機組修好了",0
4,apple_news,【噱頭片】柯P白目力量噴發　陪電乳首銷世大運,https://tw.appledaily.com/life/20170728/UBZLR5L66NYZRY4G2ZOQGBE77Y/,出版時間: 2017/07/28 17:44,,"（更新：新增內容）

台北世大運只剩不到一個月就開幕，但門票銷售十分慘淡，統計到本月初，「業績」最差的閉幕式門票只賣出1成，競賽部分門票扣掉團體票，更是賣不到兩成。要扛起世大運成敗責任的台北市長柯文哲，只好發揮「白目力量」，聯手網紅「陪笑」賣票。
 
本周起，陸續曝光柯P和YouTuber蔡阿嘎、阿滴兄妹（阿滴英文）與呱吉（上班不要看NSFW）的宣傳影片，累計4天共拿近200萬人次點閱，但其中7成來自蔡阿嘎頻道。最新公布的還有走路痛WalkTone、啾啾鞋。
 
柯P在蔡阿嘎頻道裡，接受台語版快問快答比賽，答錯或犯規就被貼寫著「醜八怪」、「蠢」、「87分」的貼紙懲罰，還差點被「引誘」說出「藍～鳥」的台語（詳見影片），逗得大家笑到彎腰。
 
比完台語，柯P還找阿滴滴妹撂英語，但對已知肚臍英文「Umbilicus」的柯P非難事，但沒想到竟還有S&M，要看YouTuber呱吉「電奶頭」，柯P親眼認證電到焦黑。呱吉向《蘋果》強調，這是展現他「用生命支持世大運」一顆誠摯的心，要求務必放送世大運售票網址（https://tickets.2017.taipei/schedule）。
 
世大運發言人楊景棠日前表示，每支影片價碼不超過10萬元，由於世大運屬年輕人運動盛會，才會力邀這些年輕族群來協助宣傳。《三立新聞》報導，柯P團隊花100萬跟網紅合作，幕後操盤人之一是貝殼放大的創辦人林大涵，緊接著還有6支柯P尬網紅的影片還沒曝光。（影創中心／綜合報導）
 
影片獲得蔡阿嘎、阿滴英文及上班不要看NSFW授權使用，非經同意請勿轉載。
蔡阿嘎頻道：https://youtu.be/xuCQFhPanr4
蔡阿嘎臉書：https://www.facebook.com/WithGaLoveTaiwan/
阿滴英文頻道：https://youtu.be/JHDF-SFvLFQ
阿滴英文臉書：https://www.facebook.com/RayDuEnglish/?fref=ts
上班不要看頻道：https://youtu.be/b7cMcbDgxnc
上班不要看臉書：https://www.facebook.com/nsfwstudio/?fref=ts



推薦閱讀
【微酸片】世大運千萬制服　被虧「寶可夢訓練師」
牽引砲管捅破擋風玻璃　司機嚇問：要賠多少
扯！員工下班不回LINE　主管竟要罰抄10遍心經

發稿時間：08：00
更新時間：09：48

更多新聞……
曾馨瑩撞衫白宮女主人
香菜泡醋敷臉去斑美白？　醫師這麼說
世大運門票銷售不如預期，台北市長柯文哲找網紅蔡阿嘎等人合作賣票。",0
5,apple_news,YouTube年度熱門影片排行榜出爐　《天竺鼠車車》奪冠,https://tw.appledaily.com/gadget/20211201/3KEE5VU2I5AEXFCU2SKA4N6CYY/,出版時間: 2021/12/01 14:05,,"YouTube 今 12/1 日公布台灣 2021 年度影片排行榜，包括「熱門影片」、「熱門音樂影片」、「熱門創作者」、「快速竄升創作者」。在「熱門影片」榜單，可愛療癒的《天竺鼠車車》勇奪冠軍，成為該榜單首次獲得第一名的動畫影片；在「熱門音樂」榜部分，《愛情你比我想的閣較偉大》成為首次登上「熱門音樂影片」冠軍的台語歌曲。
熱門影片
Google指出，今年「熱門影片」排行榜反映出人們在疫情期間對療癒舒壓、啟發人心、時事議題類型的影片感興趣，像是《天竺鼠車車》、《一根管都不准插！她拒絕死亡全餐捍衛癌末夫善終權》以及《對不起｜愛莉莎莎Alisasa》和《欸！萊豬》；創作者「玲玲微電影」以多語言標題記錄中正紀念堂禮兵陣仗，成功接觸到更廣泛的使用者關注。
此外，集結藝人和多位平台創作者的影片，不論是網路綜藝節目木曜4超玩傾心製作的 YARTIST 全明星運動大會，以及「見習網美小吳」與知名歌手楊丞琳合作拍攝的假試鏡整人企劃，都創造極大的社群討論熱度。
熱門音樂影片
今年「熱門音樂影片」榜中，包括大馬鬼才歌手黃明志與陳芳語合作的話題性歌曲《玻璃心》，推出才短短一個多月的時間就已挺進台灣榜單；在國片亮眼票房和兩岸人氣影劇的加持下，熱門影劇主題曲也紛紛上榜，其中由茄子蛋為國片《當男人戀愛時》創作的電影主題曲《愛情你比我想的閣較偉大》不只是台語歌曲首度奪下榜單冠軍，更受到金馬獎「最佳原創電影歌曲」入圍肯定。
而告五人創作的電視劇插曲《在這座城市遺失了你》和 G.E.M.鄧紫棋的電影主題曲《平行世界》也強襲榜單分別位列第二和第八名；另外動力火車的《我很好騙》不只邀請到金獎演員助陣並進行 MV 結局票選引起網友熱烈討論，這部影片更成為今年的熱門音樂影片榜第三名。
在外語歌曲方面，蔡依林與荷蘭籍全球百大 DJ R3HAB 合作的英文歌《Stars Align》獲得年度第四名，透過跨界合作提升台灣歌手能見度；防彈少年團(BTS)的英文新曲《Butter》也以在 YouTube 史上最快突破 1 億觀看數紀錄之勢進入台灣榜單第十名。韓語歌還有久違載歌載舞回歸的 IU 《Celebrity》為代表，和日本組合 YOASOBI 為大熱動畫創作的片頭曲《怪物》在榜單上分別獲得第六和第八名。
熱門創作者
疫情下有更多觀眾在 YouTube 利用影片自我充實，「許伯&簡芝—倉鼠人」、「老高與小茉 Mr & Mrs Gao」、「蒼藍鴿的醫學天地」和「柴鼠兄弟 ZRBros」知識型內容在「熱門創作者榜單」分別獲得第四、五、七和第十名，顯示許多觀眾對於動物知識、科普時事、醫療健康與投資理財方面資訊和概念的學習需求。
國民姑丈羅時豐的「羅時豐D.L 不務正YA」和資深藝人邰智源主持的網路綜藝節目「木曜4超玩」持續透過 YouTube 揮灑創意為觀眾帶來歡笑，這也顯示傳統藝人與綜藝節目紛紛從電視朝向網路發展與轉型。個人特色鮮明的創作者也發展出更加分眾化的內容主題，像是「Ru儒哥」以趣味惡搞內容獲得第一名，以及有話直說的「館長惡名昭彰」更成為今年度唯一同時入榜「熱門創作者」、「快速竄升創作者」雙榜單的頻道。
快速竄升創作者
YouTube 豐富多元的內容也反映在「快速竄升創作者」榜單中，今年ACG內容 (動畫Animation、漫畫Comic、電玩遊戲Game)和外籍創作者頻道的訂閱數快速成長。 「Dinter」、「Gary蓋瑞」等四個電競遊戲頻道透過實況直播、留言等互動形式，促進觀眾即時參與，並營造出連結更加緊密的同好社群歸屬感 。
而隨著 2021 年台灣觀眾觀看動漫影片的時間相比去年同期大幅成長，創作者「孫沁岳」也以詳盡、有趣的動漫分析在榜上有名。來自日本的「阿部瑪利亞 Maria Abe」和美國籍的「莎白Elizabeth」在疫情下帶領觀眾線上體驗跨文化的生活和觀點，分居榜單第二、六位。（黃子倫／綜合報導）
Google
YouTube",0
6,apple_news,走鐘獎得獎名單｜「性幻想女神」奎丁紅毯爆乳仆街險用臉著地　黃明志蹭韓國瑜流量奪最佳ＭＶ,https://tw.appledaily.com/entertainment/20211113/ZLJVSQFEEJBP5PWN5QV7UVHBVM/,出版時間: 2021/11/14 00:01,,"「第3屆走鐘獎」今天舉辦，從下午的紅毯到頒獎典禮盛大舉行，原本主旨在鼓勵YouTube平台的創作者，後來更把對象擴大，獎項也新增至33項，創辦人呱吉表示典禮花費700萬，而曾獲得「最想一夜情」對象票選冠軍的美女網紅奎丁，今天出席活動，身穿低胸深藍色禮服現身，走紅毯時不慎被魚尾裙襬拌倒，正面仆街，摔倒在地上，手肘和手腕都擦傷，膝蓋也很痛，跌倒後她在IG限動搞笑回應：「直接生命貢獻叻。」紅毯主持人瑪麗見狀機智地說：「女生非常辛苦，我們給她掌聲鼓勵。」化解危機，工作人員趕緊上前扶她，她也表示因新聞事件而煩惱，兩個禮拜瘦5公斤。
奎丁身穿低胸禮服步上走鐘獎紅毯不慎跌倒。翻攝上班不要看YouTube
圖片來源 : 蘋果新聞網
奎丁得到生命貢獻獎，她說，「我第一次參加走鐘獎，我以為剛剛我跌倒已經是生命貢獻了，沒想到得獎，我要謝謝影片男主角谷阿莫，沒有他就沒有這支影片誕生，沒有剪輯師跟攝影師也是，沒有我這支影片也不會誕生，我覺得當YouTuber真的很不容易，也很辛苦，本以為只是拍片而已，我除了自導自演，還要知道畫面要如何設計，我自己出來開公司還要顧慮到員工，最後想感謝的，一定是帶我進來這領域的人烏鴉，謝謝一路上我遇到的每個人、每位創作者，也謝謝大家幫我歡呼」。
大馬歌手黃明志，以Ft. 韓國瑜 2020年高雄觀光主題曲《出去走走 Getaway to Kaohsiung》得到走鐘獎最佳MV獎，他得獎後表示，「這是我在台灣得到的第一個獎，當時要跟韓前市長一起，就是要蹭他的流量，我今天站在這裡，很多人覺得很奇怪，我是外國人怎麼可以在這裡，事實上，我的YT帳號，是在台灣念大學時註冊的，當時是2006年，是YT發明的第二年，比蔡阿嘎還早一年，所以我是台灣骨灰級YouTuber，當時沒有訂閱也沒有廣告，也沒人在用YT，創作精神是很重要的」。（葉文正／台北報導）
走鐘獎",0
7,apple_news,這首歌竟成金錢豹KTV點播冠軍！原子邦妮想親臨朝聖謝客,https://tw.appledaily.com/entertainment/20211017/O6LVZQTW7NB5TM4HRP6353QXF4/,出版時間: 2021/10/17 18:15,,"「蔡阿嘎」、「上班不要看」等YouTuber日前開箱台中金錢豹自助式KTV，意外發現國語排行榜第一名是電子音樂組合「原子邦妮」前年推出的歌《在名為未來的波浪裡》，也釣出女主唱查查貼文：「看完影片都想去朝聖了！」許多網友留言：「沒想到金錢豹的顧客這麼indie。」讓原子邦妮覺得有趣，也感謝樂迷支持。
擅長抒情療癒電子曲風的原子邦妮，近日為愛奇藝、華視、八大電視共同推出的末日愛情影集《無神之地不下雨》獻唱插曲《成為你的所有》，戲劇於今10月17日首播，歌曲已搶在開播前正式上架各大數位平台，引起熱烈討論。
原子邦妮創作《成為你的所有》結合古調旋律，以及神話的壯闊，詮釋出真摯的情感。原子邦妮也表示，得知要創作關於古調和神話的音樂時，覺得很興奮，第一時間就聯想到了宇宙的萬物，星系與維度，希望營造出「神的世界」的畫面感。
歌詞含有大量的阿美族語，原子邦妮感謝劇組貼心地請族語老師，教導正確唸法，其中歌詞：「拿走我的所有一切，讓我成為你的所有」成為主要的族語吟唱段落，原子邦妮透露，這段詞是他們感到富有詩意、也很喜歡的字句。
這首歌被劇組喻為「醫治之歌」，原子邦妮在最初得知這是一首醫治之歌時，覺得剛好和創作理念不謀而和，「醫治換句話說，也是一種療癒的方式，絕不只是肉體的，每個人自過往走來，或多或少都帶著屬於自己的記憶跟傷口，我們覺得醫治之歌就是一首這樣的療癒之歌，除了能舒緩肉體，更希望能安撫每個人受傷的心靈，不僅是看劇的朋友們，每一個人也許都可以在夜深人靜時聆聽看看」。（李志展／綜合報導）
原子邦妮
金錢豹KTV",0
8,apple_news,《天之驕女》片尾曲可怕到爆紅！67萬人朝聖　編曲驚吐真相：原唱沒有一個音對,https://tw.appledaily.com/entertainment/20210305/B4TEEW23I5HOPL2KK5AYSVZALI/,出版時間: 2021/03/05 14:06,,"三立鄉土劇《天之驕女》日前的新片尾曲「遊覽車」，因為被批評「實在太難聽」在網路上引發熱議，雖然三立馬上更換片尾曲，但仍餘波盪漾，自稱「遊覽車」的編曲者突然在「遊覽車」MV底下留言吐露真相，表示原唱魏秀文來錄音的時候「沒有一個音是準的」，直言錄音師可以修成這樣「真的很偉大」。
「遊覽車」的MV在YouTube上有超過67萬人點閱，不過有5505人點了「不喜歡」，只有1012人「喜歡」，罕見的不喜歡的人數遠大於喜歡，不少知名網紅都紛紛來朝聖留言，「上班不要看」的RJ阿傑表示「求上架 KTV」、藝人黃豪平說「攝影師入鏡徹底的打垮了我」、HowHow則說「我也好想吃多力多茲」，還有網友笑說「我真是錯怪高嘉瑜了，相比之下她根本是港湖歌姬」、「我不信她再唱第二次有辦法唱出一樣的歌」、「這不是遊覽車，這歌曲帶領我遊地府...」、「事實證明不是所有秀文都很會唱歌」、「我好不容易撐過2020結果你給我聽這個？」
還有一位自稱該首歌的編曲用「鼎間音樂 PotPlace Music」帳號現身說法，他表示想要幫錄音師說說話，透露原唱魏小姐來這裡錄音時「實在沒有一個音是對的」，他勸原唱休息後，就再也沒見到她過了，他也相當敬佩後來的錄音師「可以修成這樣是偉大的、 值得跪拜的，願意承接這個案子也是勇氣」，他更透露該歌的詞曲創作者「沒有任何音樂基礎」，所以這首歌沒有主副歌段落，也沒有和弦進行感「全部都是憑空出現的旋律」，他原本以為這首歌只是老人家「圓個夢玩玩」，想不到會拿來電視上公播，無奈說「麻煩大家見諒了」。
據了解，這首神曲《遊覽車》由鋐聲唱片發行，主唱者魏秀文自己參與作詞、作曲，歌詞相當口語化與通俗，風格完全迥異於時下所有台語歌曲，就連MV的拍攝與剪接也相對粗糙簡單，還有網友懷疑MV預算應該只有一千元，但也有人認為此曲已經成功創造話題，聽完覺得「我也有機會出唱片了」。
主唱魏秀文對網友批評倒是不以為意，唯一讓她介意的留言是有網友故意說她一定後台很硬、可能是三立老闆的老婆之類的，「這很好笑，去Google一下三立老闆老婆的長相好不好，我只是唱個歌而已！」並透露自己為了拍那MV還故意把臉一邊畫綠色、一邊畫紅色，至於她的背景，她拒絕透露自己年齡，僅承認已經退休，目前就是純唱歌。（即時新聞中心／綜合報導）
片尾曲
《天之驕女》
《遊覽車》
網紅",0
9,apple_news,蔡英文除夕搞笑「香菜一定要吃」　視網膜怒：民調至少崩25%,https://tw.appledaily.com/politics/20210211/Y4RHSWHIKBFUHAV35YCAV2CF7A/,出版時間: 2021/02/11 22:38,,"眼球中央電視台今晚在YouTube頻道推出除夕節目，找來包括藝人黃子佼、網紅這群人、上班不要看等跟大家拜年，而總統蔡英文更是在節目一開始就現身，拜年賀詞卻相當搞笑，竟然是提醒大家吃香菜。
蔡英文說道：「香菜是一定要吃的，沒有香菜，東西怎麼會好吃，建議大家，都要來一點。」之所以會有這樣的內容，是因為主持人視網膜不愛吃香菜。
視網膜事後在粉專發文吐槽蔡英文，「本人予以最嚴厲之強烈譴責，這樣民調至少會崩25%」，並搞笑表示這種總統沒辦法連任，其他網友也紛紛留言「2024拒投香蔡英文」、「下次我也不投她了」、「下次蔡英文不可能出來，除非改憲法」。（即時新聞中心／綜合報導）
蔡英文
視網膜",0
